Timestamp,Station,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),AQI
2024-05-27,Sonia_Vihar,102.45,270.66,52.75,2.05,12.36,199.7357293868922
2024-05-27,ITO,107.58,132.75,49.27,1.52,66.21,205.1585623678647
2024-05-27,Mandir Marg,66.21,169.71,82.05,1.26,69.83,161.42706131078222
2024-05-27,Patparganj,81.92,315.42,21.47,0.72,80.69,211.42000000000002
2024-05-27,Ashok_Vihar,64.9,275.38,62.22,1.23,90.18,175.90000000000003
2024-05-27,Anand Vihar,139.36,428.4,87.5,3.35,50.43,324.4
2024-05-27,Vivek_vihar,89.76,304.02,76.15,1.69,70.17,200.01999999999998
2024-05-28,Patparganj,82.33,316.83,28.67,0.77,75.33,212.82999999999998
2024-05-28,Sonia_Vihar,108.62,311.92,65.02,2.67,63.67,207.92000000000002
2024-05-28,ITO,114.46,144.81,51.77,1.72,67.27,212.43128964059196
2024-05-28,Vivek_vihar,88.94,306.98,95.16,2.69,62.05,202.98000000000002
2024-05-28,Mandir Marg,64.92,170.12,92.14,1.32,67.9,160.06342494714588
2024-05-28,Ashok_Vihar,91.21,279.12,82.61,1.26,69.32,187.85412262156447
2024-05-28,Anand Vihar,138.08,403.5,100.63,3.05,65.29,299.5
2024-05-29,Patparganj,77.71,327.92,22.52,0.74,53.49,223.92000000000002
2024-05-29,Anand Vihar,122.96,428.78,74.97,2.1,37.73,324.78
2024-05-29,Vivek_vihar,58.1,308.74,75.71,1.83,59.7,204.74
2024-05-29,ITO,105.44,139.42,50.33,1.24,35.93,202.89640591966173
2024-05-29,Ashok_Vihar,56.19,280.48,55.05,0.95,69.57,176.48000000000002
2024-05-29,Sonia_Vihar,65.13,258.26,57.96,1.77,67.52,160.28541226215646
2024-05-29,Mandir Marg,44.21,183.83,82.61,1.16,50.01,122.025
2024-05-30,Mandir Marg,36.92,150.36,59.62,1.02,74.44,114.8
2024-05-30,Patparganj,61.92,303.5,30.4,0.89,66.68,199.5
2024-05-30,Vivek_vihar,49.67,256.85,57.15,1.54,59.35,152.85000000000002
2024-05-30,Anand Vihar,107.94,333.36,74.84,1.73,25.49,229.36
2024-05-30,Sonia_Vihar,63.5,245.54,42.58,1.5,79.74,158.56236786469344
2024-05-30,Ashok_Vihar,50.33,227.38,41.53,0.84,77.25,137.325
2024-05-30,ITO,93.13,122.98,50.14,0.97,30.89,189.88372093023256
2024-05-31,Anand Vihar,96.42,313.29,89.45,2.13,29.07,209.29000000000002
2024-05-31,ITO,85.22,110.6,47.69,1.41,30.67,181.52219873150105
2024-05-31,Ashok_Vihar,56.27,242.04,52.48,1.26,78.44,150.91966173361521
2024-05-31,Patparganj,54.12,260.32,57.35,1.21,70.52,156.32
2024-05-31,Mandir Marg,41.96,139.88,71.7,1.0,61.01,116.4
2024-05-31,Vivek_vihar,58.51,253.01,53.56,1.8,61.53,153.28752642706132
2024-05-31,Sonia_Vihar,68.21,236.58,46.58,1.65,66.54,163.54122621564483
2024-06-01,Anand Vihar,117.41,358.13,72.59,2.34,13.84,254.13
2024-06-01,Vivek_vihar,57.91,313.88,43.92,1.68,42.55,209.88
2024-06-01,Ashok_Vihar,43.67,300.64,37.51,0.99,54.69,196.64
2024-06-01,ITO,105.39,155.66,48.54,0.88,18.27,202.84355179704016
2024-06-01,Patparganj,81.14,307.78,62.8,0.94,53.8,203.77999999999997
2024-06-01,Mandir Marg,47.94,202.74,72.45,0.72,48.86,131.35
2024-06-01,Sonia_Vihar,64.87,296.48,35.95,0.72,36.36,192.48000000000002
2024-06-02,Sonia_Vihar,49.18,164.0,28.96,0.39,75.1,134.45
2024-06-02,Patparganj,54.38,217.5,40.95,0.78,89.95,174.75
2024-06-02,Vivek_vihar,37.51,174.38,24.67,1.34,62.02,110.19
2024-06-02,Ashok_Vihar,51.05,136.33,26.56,0.76,78.32,139.125
2024-06-02,ITO,58.03,70.09,48.64,0.77,31.3,152.7801268498943
2024-06-02,Mandir Marg,33.62,111.58,68.07,0.67,66.89,96.19658119658119
2024-06-02,Anand Vihar,64.61,199.42,58.21,2.37,20.83,159.7357293868922
2024-06-03,Sonia_Vihar,44.67,168.33,29.12,0.38,57.47,123.17500000000001
2024-06-03,Vivek_vihar,45.02,237.34,30.77,1.6,54.25,141.67000000000002
2024-06-03,Ashok_Vihar,50.33,158.21,36.36,0.91,68.32,137.325
2024-06-03,ITO,68.53,85.53,50.42,1.03,25.09,163.87949260042285
2024-06-03,Anand Vihar,74.71,305.22,74.67,2.48,29.67,201.22000000000003
2024-06-03,Patparganj,57.93,238.04,53.39,1.08,82.64,152.67441860465115
2024-06-03,Mandir Marg,43.54,133.04,65.06,0.81,63.56,120.35
2024-06-04,ITO,88.45,121.64,48.85,1.24,28.58,184.93657505285412
2024-06-04,Vivek_vihar,57.06,276.23,47.66,1.72,63.49,172.23000000000002
2024-06-04,Ashok_Vihar,62.04,228.67,43.88,0.93,78.53,157.01902748414378
2024-06-04,Patparganj,70.92,330.33,52.6,1.08,69.98,226.32999999999998
2024-06-04,Mandir Marg,56.57,185.75,75.42,0.88,62.75,151.23678646934462
2024-06-04,Sonia_Vihar,75.12,255.5,43.03,0.73,71.34,170.84566596194503
2024-06-04,Anand Vihar,111.21,350.5,76.18,4.07,19.88,246.5
2024-06-05,Vivek_vihar,48.88,336.33,27.4,1.44,36.2,232.32999999999998
2024-06-05,Ashok_Vihar,54.75,268.92,30.36,0.68,49.72,164.92000000000002
2024-06-05,Patparganj,68.67,346.25,44.35,0.82,30.3,242.25
2024-06-05,ITO,92.78,145.87,49.68,0.83,10.54,189.5137420718816
2024-06-05,Anand Vihar,118.5,456.67,61.82,4.18,74.88,352.67
2024-06-05,Mandir Marg,50.91,212.92,61.0,0.71,44.52,138.77499999999998
2024-06-05,Sonia_Vihar,63.79,301.78,28.77,0.55,28.28,197.77999999999997
2024-06-06,Vivek_vihar,47.16,171.97,27.81,1.37,62.34,129.4
2024-06-06,Mandir Marg,45.75,138.88,63.1,0.75,71.7,125.875
2024-06-06,Sonia_Vihar,46.21,176.92,33.63,0.4,78.64,128.8
2024-06-06,Patparganj,50.96,180.91,37.06,0.93,85.24,151.2
2024-06-06,ITO,54.47,103.19,48.73,0.95,5.8,147.675
2024-06-06,Ashok_Vihar,44.5,124.78,29.71,0.72,85.65,153.25000000000003
2024-06-06,Anand Vihar,67.35,255.21,77.46,3.77,99.11,220.55
2024-06-07,Anand Vihar,63.74,299.91,83.63,3.7,100.26,226.3
2024-06-07,Vivek_vihar,45.59,267.15,26.95,1.41,55.6,163.14999999999998
2024-06-07,Mandir Marg,44.04,216.96,58.66,0.68,68.78,131.48000000000002
2024-06-07,Ashok_Vihar,45.62,232.0,27.07,0.69,76.5,139.0
2024-06-07,Patparganj,69.5,297.61,49.56,0.7,74.98,193.61
2024-06-07,ITO,75.93,146.89,49.0,0.76,5.97,171.7019027484144
2024-06-07,Sonia_Vihar,49.21,243.65,35.78,0.25,85.97,154.85
2024-06-08,Sonia_Vihar,49.44,243.04,27.11,0.3,86.16,155.79999999999998
2024-06-08,ITO,83.68,135.38,49.5,0.71,30.7,179.89429175475686
2024-06-08,Ashok_Vihar,47.21,216.46,21.44,0.77,78.77,131.23000000000002
2024-06-08,Patparganj,70.17,314.12,37.12,0.82,87.56,210.12
2024-06-08,Anand Vihar,68.5,328.46,63.91,3.74,104.32,246.59999999999997
2024-06-08,Vivek_vihar,46.4,292.8,22.67,1.36,58.53,188.8
2024-06-08,Mandir Marg,43.0,198.21,55.6,0.7,71.31,122.105
2024-06-09,Mandir Marg,42.61,127.08,61.07,0.72,79.23,130.76666666666668
2024-06-09,Ashok_Vihar,40.5,138.79,29.49,0.71,92.01,185.05
2024-06-09,Patparganj,48.83,217.83,50.99,0.86,108.52,267.59999999999997
2024-06-09,ITO,63.92,89.86,49.49,0.83,36.05,159.0063424947146
2024-06-09,Anand Vihar,54.0,228.21,74.87,3.78,111.37,281.85
2024-06-09,Vivek_vihar,38.86,197.14,26.95,1.41,68.03,121.57
2024-06-09,Sonia_Vihar,41.46,173.67,27.95,0.3,112.07,285.34999999999997
2024-06-10,ITO,62.39,89.37,49.83,0.88,37.62,157.38900634249472
2024-06-10,Ashok_Vihar,42.5,147.5,37.1,0.84,95.48,202.40000000000003
2024-06-10,Patparganj,49.88,210.08,51.24,0.91,108.28,266.4
2024-06-10,Anand Vihar,60.38,229.96,79.75,3.96,118.05,315.25
2024-06-10,Mandir Marg,39.88,121.32,67.06,0.69,96.73,208.65000000000003
2024-06-10,Sonia_Vihar,43.29,167.83,32.26,0.42,111.89,284.45
2024-06-10,Vivek_vihar,47.68,210.54,31.58,1.48,72.23,130.7
2024-06-11,Anand Vihar,91.74,330.62,87.4,4.91,104.72,248.6
2024-06-11,Ashok_Vihar,72.33,181.33,52.7,0.89,81.63,167.89640591966173
2024-06-11,Sonia_Vihar,78.42,267.0,48.48,0.96,83.19,174.3340380549683
2024-06-11,Vivek_vihar,61.42,246.2,36.95,1.59,66.87,156.36363636363637
2024-06-11,ITO,85.59,119.82,49.05,1.36,26.77,181.91331923890064
2024-06-11,Patparganj,70.79,281.21,77.2,1.23,86.21,177.20999999999998
2024-06-12,Sonia_Vihar,60.12,253.17,50.59,1.17,82.75,154.9894291754757
2024-06-12,ITO,69.77,111.44,49.43,1.24,27.26,165.19027484143763
2024-06-12,Mandir Marg,38.25,125.38,79.44,1.25,64.73,107.125
2024-06-12,Vivek_vihar,64.46,268.32,54.24,1.97,62.81,164.32
2024-06-12,Anand Vihar,76.93,316.18,72.14,5.28,106.23,256.15000000000003
2024-06-12,Patparganj,65.46,267.5,73.79,1.18,102.18,235.90000000000003
2024-06-12,Ashok_Vihar,48.96,166.08,57.32,1.0,74.81,133.9
2024-06-13,ITO,52.84,99.12,62.85,1.01,22.51,143.60000000000002
2024-06-13,Ashok_Vihar,44.93,183.38,33.94,0.62,68.38,123.825
2024-06-13,Vivek_vihar,44.76,252.09,34.08,1.44,52.82,149.04500000000002
2024-06-13,Sonia_Vihar,47.83,229.04,30.72,0.47,74.98,137.51999999999998
2024-06-13,Mandir Marg,33.72,143.12,65.32,0.65,61.46,96.41025641025641
2024-06-13,Patparganj,56.75,243.71,56.56,0.96,80.65,151.42706131078225
2024-06-13,Anand Vihar,65.49,269.02,63.96,5.19,116.06,305.3
2024-06-14,Sonia_Vihar,34.38,225.92,22.45,0.21,67.11,135.95999999999998
2024-06-14,Mandir Marg,26.12,163.42,55.12,0.7,61.54,104.71
2024-06-14,Anand Vihar,69.16,435.54,55.19,5.1,97.23,331.54
2024-06-14,Vivek_vihar,35.18,278.86,19.14,0.9,45.48,174.86
2024-06-14,Patparganj,55.04,262.58,32.18,0.76,69.43,158.57999999999998
2024-06-14,Ashok_Vihar,37.8,212.71,19.47,0.65,60.23,129.35500000000002
2024-06-14,ITO,47.23,104.28,91.73,0.92,22.48,129.575
2024-06-15,Anand Vihar,52.44,311.68,55.88,5.38,101.44,232.2
2024-06-15,Sonia_Vihar,36.67,182.96,21.56,0.25,72.75,114.48
2024-06-15,ITO,46.55,91.14,72.23,1.1,22.18,127.875
2024-06-15,Patparganj,48.67,230.79,41.5,0.74,63.56,138.39499999999998
2024-06-15,Mandir Marg,22.24,110.76,54.14,0.71,54.74,78.38
2024-06-15,Vivek_vihar,41.45,251.58,19.08,1.35,43.85,148.79000000000002
2024-06-15,Ashok_Vihar,40.75,174.92,31.54,0.7,56.57,113.375
2024-06-16,Sonia_Vihar,39.0,197.42,25.58,0.36,69.69,121.71
2024-06-16,Anand Vihar,63.22,304.02,56.05,4.25,89.23,200.01999999999998
2024-06-16,ITO,51.43,100.71,32.07,1.37,22.6,140.075
2024-06-16,Mandir Marg,22.86,120.29,63.46,1.06,46.21,83.14500000000001
2024-06-16,Ashok_Vihar,48.21,177.96,38.87,0.88,53.9,132.025
2024-06-16,Patparganj,57.71,269.83,47.24,1.0,59.79,165.82999999999998
2024-06-17,Sonia_Vihar,36.46,192.58,28.82,0.45,56.97,119.29
2024-06-17,Patparganj,53.83,241.12,48.01,1.01,56.5,146.075
2024-06-17,Ashok_Vihar,51.46,163.96,38.11,0.87,50.4,140.15
2024-06-17,Mandir Marg,36.67,146.04,58.33,0.98,47.41,103.17500000000001
2024-06-17,ITO,47.38,102.83,35.03,1.36,19.04,129.95000000000002
2024-06-17,Vivek_vihar,47.11,228.25,59.5,1.46,39.61,137.125
2024-06-17,Anand Vihar,71.67,320.17,52.42,1.52,99.85,224.24999999999997
2024-06-18,Patparganj,79.12,380.38,40.61,0.85,33.58,276.38
2024-06-18,Vivek_vihar,60.74,372.34,41.41,1.36,26.76,268.34
2024-06-18,Ashok_Vihar,65.71,281.25,30.42,0.64,35.67,177.25
2024-06-18,Mandir Marg,44.21,227.25,51.21,0.96,36.44,136.625
2024-06-18,Anand Vihar,70.28,357.61,107.48,4.86,9.43,253.61
2024-06-18,Sonia_Vihar,58.66,308.83,25.54,0.38,36.56,204.82999999999998
2024-06-18,ITO,73.17,154.66,33.93,1.34,9.6,168.78435517970402
2024-06-19,Anand Vihar,76.25,438.21,63.74,2.55,53.93,334.21
2024-06-19,Patparganj,75.22,400.73,31.67,0.77,39.26,296.73
2024-06-19,Vivek_vihar,54.47,410.89,41.56,1.29,26.84,306.89
2024-06-19,Mandir Marg,34.02,224.88,43.63,0.77,43.2,135.44
2024-06-19,ITO,57.84,153.97,35.92,1.24,42.88,152.57928118393235
2024-06-19,Sonia_Vihar,56.0,355.21,21.1,0.32,36.52,251.20999999999998
2024-06-19,Ashok_Vihar,61.21,320.38,24.78,0.67,37.07,216.38
2024-06-20,ITO,40.65,74.33,30.72,1.49,84.62,148.73333333333335
2024-06-20,Anand Vihar,49.04,200.71,43.02,0.7,95.57,202.84999999999997
2024-06-20,Patparganj,37.92,170.38,24.3,0.7,83.6,145.33333333333331
2024-06-20,Sonia_Vihar,39.58,139.54,20.95,0.37,81.26,137.53333333333336
2024-06-20,Vivek_vihar,42.62,169.22,40.61,1.42,49.32,118.05
2024-06-20,Ashok_Vihar,41.17,124.43,26.29,0.84,72.4,114.42500000000001
2024-06-20,Mandir Marg,37.29,135.88,57.09,0.82,72.41,108.03333333333332
2024-06-21,Mandir Marg,51.99,152.04,60.26,1.03,44.7,141.47500000000002
2024-06-21,ITO,57.17,100.49,33.49,1.74,41.94,151.87103594080338
2024-06-21,Anand Vihar,73.67,244.29,43.93,1.03,85.82,169.31289640591967
2024-06-21,Vivek_vihar,71.29,207.72,40.29,1.61,24.15,166.7970401691332
2024-06-21,Ashok_Vihar,62.96,151.5,40.76,1.13,44.42,157.99154334038056
2024-06-21,Sonia_Vihar,78.71,176.29,27.53,0.64,49.34,174.64059196617336
2024-06-21,Patparganj,47.04,198.42,36.67,1.01,29.02,129.1
2024-06-22,Anand Vihar,104.93,264.59,47.79,1.96,86.25,202.35729386892177
2024-06-22,Patparganj,60.46,213.5,47.29,1.16,42.63,155.34883720930233
2024-06-22,Mandir Marg,68.54,145.79,66.86,1.28,50.59,163.89006342494716
2024-06-22,Sonia_Vihar,99.08,190.62,32.48,0.73,49.44,196.17336152219872
2024-06-22,Ashok_Vihar,103.46,176.08,45.34,1.02,63.87,200.80338266384777
2024-06-22,Vivek_vihar,106.98,206.35,19.3,1.72,35.92,204.52431289640592
2024-06-22,ITO,76.68,111.08,30.69,1.79,42.37,172.49471458773786
2024-06-23,Mandir Marg,53.73,107.75,61.08,1.05,44.44,145.825
2024-06-23,Sonia_Vihar,77.79,150.79,31.93,0.62,51.85,173.66807610993658
2024-06-23,Anand Vihar,64.67,155.89,39.06,1.12,83.04,159.79915433403806
2024-06-23,Patparganj,43.29,154.54,29.81,0.92,41.88,119.725
2024-06-23,ITO,55.15,73.39,29.97,1.7,66.01,149.375
2024-06-23,Vivek_vihar,61.31,141.46,18.11,1.53,25.39,156.24735729386893
2024-06-23,Ashok_Vihar,57.25,112.75,42.92,0.62,24.08,151.9556025369979
2024-06-24,Sonia_Vihar,68.21,158.17,35.34,0.4,47.05,163.54122621564483
2024-06-24,Anand Vihar,63.67,186.57,44.81,0.68,75.77,158.74207188160676
2024-06-24,Patparganj,38.83,155.75,30.62,1.04,30.62,108.575
2024-06-24,Ashok_Vihar,58.77,113.77,37.79,0.95,60.03,153.56236786469344
2024-06-24,Mandir Marg,48.78,111.22,57.15,1.07,41.16,133.45
2024-06-24,Vivek_vihar,56.11,156.32,17.6,1.57,27.37,150.7505285412262
2024-06-24,ITO,60.97,87.76,27.28,1.8,67.79,155.8879492600423
2024-06-25,Sonia_Vihar,95.93,154.04,28.33,0.5,44.51,192.84355179704016
2024-06-25,Vivek_vihar,63.24,151.98,17.67,1.55,38.44,158.28752642706132
2024-06-25,Anand Vihar,69.25,154.7,52.06,0.24,75.77,164.64059196617336
2024-06-25,ITO,56.32,77.19,10.07,1.28,23.88,150.97251585623678
2024-06-25,Mandir Marg,54.23,101.38,67.84,0.89,43.42,147.075
2024-06-25,Patparganj,38.5,145.92,27.56,1.55,40.26,107.75
2024-06-25,Ashok_Vihar,91.21,139.29,34.64,1.01,45.6,187.85412262156447
2024-06-26,Ashok_Vihar,54.08,95.04,29.87,0.99,51.99,146.7
2024-06-26,Vivek_vihar,57.62,137.46,15.56,1.51,24.72,152.34672304439746
2024-06-26,Patparganj,35.62,135.46,23.8,2.1,27.42,100.55
2024-06-26,Mandir Marg,43.03,86.68,72.61,0.72,41.02,119.075
2024-06-26,Sonia_Vihar,62.97,131.54,28.39,0.46,46.83,158.00211416490487
2024-06-26,ITO,48.3,78.19,9.69,1.34,16.67,132.25
2024-06-27,Mandir Marg,27.23,55.0,65.54,0.79,27.91,82.54273504273505
2024-06-27,Patparganj,18.67,68.21,21.27,0.73,26.23,64.25213675213675
2024-06-27,Sonia_Vihar,35.31,67.09,23.32,0.38,29.68,99.80769230769232
2024-06-27,Vivek_vihar,21.38,56.27,28.12,1.35,5.92,70.04273504273505
2024-06-27,Ashok_Vihar,33.5,51.73,29.05,0.78,34.84,95.94017094017093
2024-06-27,ITO,31.72,49.0,8.77,1.26,22.47,92.13675213675214
2024-06-28,Vivek_vihar,39.1,80.45,57.15,1.12,10.74,109.25
2024-06-28,Ashok_Vihar,47.1,63.26,32.39,0.93,45.79,129.25
2024-06-28,Patparganj,20.17,64.04,22.34,1.2,27.4,67.45726495726495
2024-06-28,Sonia_Vihar,54.77,112.0,27.4,0.54,94.71,198.54999999999995
2024-06-28,Mandir Marg,29.0,73.54,59.5,0.82,24.73,86.32478632478632
2024-06-28,ITO,45.43,113.74,9.71,1.58,23.31,125.075
2024-06-29,ITO,48.29,83.69,9.41,1.36,22.95,132.225
2024-06-29,Vivek_vihar,31.1,126.7,44.2,1.24,13.06,90.81196581196582
2024-06-29,Sonia_Vihar,47.96,106.04,33.63,0.52,90.84,179.20000000000002
2024-06-29,Patparganj,37.71,183.25,31.58,1.21,32.18,114.625
2024-06-29,Mandir Marg,20.06,50.55,40.51,1.04,22.92,67.22222222222221
2024-06-29,Ashok_Vihar,51.5,84.5,41.15,1.04,48.36,140.25
2024-06-30,Anand Vihar,99.0,248.0,6.0,0.97,16.85,196.08879492600423
2024-06-30,Ashok_Vihar,91.04,112.87,25.91,0.77,62.52,187.67441860465118
2024-06-30,Patparganj,36.92,216.38,21.77,0.49,32.27,131.19
2024-06-30,ITO,61.19,82.42,10.6,1.25,22.45,156.12050739957718
2024-06-30,Vivek_vihar,65.65,153.8,37.05,1.21,13.21,160.83509513742072
2024-06-30,Mandir Marg,50.5,82.15,46.86,0.78,39.27,137.75
2024-06-30,Sonia_Vihar,109.2,146.4,20.52,0.45,64.0,206.87103594080338
2024-07-01,Mandir Marg,26.26,54.82,50.77,0.72,43.34,80.47008547008548
2024-07-01,Sonia_Vihar,49.26,101.84,23.08,0.37,105.64,253.2
2024-07-01,ITO,34.3,47.68,9.56,1.14,24.74,97.64957264957263
2024-07-01,Anand Vihar,53.79,263.94,16.84,0.89,78.94,159.94
2024-07-01,Patparganj,28.57,116.49,28.61,0.45,42.5,85.40598290598291
2024-07-01,Vivek_vihar,35.97,106.19,41.42,1.17,18.9,101.425
2024-07-01,Ashok_Vihar,36.32,74.64,25.75,0.71,47.7,102.30000000000001
2024-07-02,Anand Vihar,57.14,219.98,11.66,0.78,87.76,163.8
2024-07-02,ITO,35.91,53.84,9.54,1.25,31.06,101.27499999999999
2024-07-02,Vivek_vihar,41.3,128.28,41.55,1.23,14.05,114.75
2024-07-02,Mandir Marg,27.83,69.38,51.0,0.91,32.74,83.82478632478632
2024-07-02,Ashok_Vihar,46.21,95.12,31.98,1.0,47.52,127.025
2024-07-02,Patparganj,41.96,136.25,32.69,0.47,27.46,116.4
2024-07-02,Sonia_Vihar,52.42,131.22,28.06,0.57,114.24,296.2
2024-07-03,Patparganj,32.08,91.25,28.63,0.45,15.12,92.90598290598291
2024-07-03,Ashok_Vihar,42.92,81.92,37.51,1.39,25.4,118.80000000000001
2024-07-03,Sonia_Vihar,58.54,117.67,29.34,0.58,87.72,163.6
2024-07-03,Mandir Marg,28.3,57.51,53.31,0.86,28.55,84.82905982905983
2024-07-03,Vivek_vihar,32.14,87.61,35.46,1.24,6.16,93.03418803418803
2024-07-03,Anand Vihar,45.47,130.71,6.14,0.43,75.48,125.175
2024-07-04,Anand Vihar,42.74,98.12,3.62,1.04,79.38,131.26666666666665
2024-07-04,Ashok_Vihar,34.28,64.39,32.36,0.75,24.06,97.60683760683762
2024-07-04,Sonia_Vihar,46.8,78.7,24.45,0.54,51.78,128.5
2024-07-04,Mandir Marg,24.06,41.47,49.14,0.77,22.37,75.76923076923077
2024-07-04,Vivek_vihar,29.48,70.82,34.23,1.16,10.39,87.35042735042735
2024-07-04,ITO,25.71,45.18,9.79,1.4,20.78,79.2948717948718
2024-07-04,Patparganj,23.75,58.79,23.4,0.42,22.07,75.1068376068376
2024-07-05,Vivek_vihar,25.58,70.31,29.1,1.11,9.94,79.01709401709401
2024-07-05,Ashok_Vihar,32.79,62.79,25.69,0.94,21.94,94.42307692307692
2024-07-05,Mandir Marg,21.05,49.01,44.04,0.38,18.95,69.33760683760684
2024-07-05,Sonia_Vihar,38.29,74.61,19.28,0.4,24.27,107.225
2024-07-05,Patparganj,25.33,65.62,22.28,0.41,20.69,78.48290598290598
2024-07-05,Anand Vihar,34.67,70.45,6.67,1.87,60.7,98.44017094017094
2024-07-05,ITO,27.36,48.23,10.15,1.2,21.25,82.82051282051282
2024-07-06,Vivek_vihar,21.65,59.7,26.73,1.05,12.36,70.61965811965811
2024-07-06,Anand Vihar,33.14,100.78,8.53,2.4,29.79,95.17094017094017
2024-07-06,Ashok_Vihar,26.62,50.58,21.08,0.96,23.76,81.23931623931624
2024-07-06,Patparganj,22.62,58.92,16.33,0.41,24.14,72.6923076923077
2024-07-06,ITO,23.43,37.97,10.61,1.1,23.55,74.42307692307692
2024-07-06,Mandir Marg,19.97,46.47,46.26,0.75,24.55,67.02991452991452
2024-07-06,Sonia_Vihar,30.46,50.56,16.71,0.34,25.4,89.44444444444444
2024-07-07,Sonia_Vihar,13.63,51.58,41.17,0.31,27.26,53.48290598290598
2024-07-07,Ashok_Vihar,11.38,39.21,20.24,0.76,29.4,47.41666666666667
2024-07-07,Mandir Marg,10.15,25.12,47.54,0.5,23.64,44.84905660377358
2024-07-07,Vivek_vihar,6.67,34.22,22.14,0.96,13.39,31.685185185185183
2024-07-07,Patparganj,8.33,49.29,15.37,0.31,27.05,45.638888888888886
2024-07-07,ITO,10.02,20.04,10.23,1.03,22.95,41.75
2024-07-07,Anand Vihar,21.72,80.67,6.81,0.53,31.23,70.76923076923077
2024-07-08,ITO,19.22,32.33,8.59,1.12,24.96,65.42735042735042
2024-07-08,Mandir Marg,26.28,50.69,41.92,0.83,22.2,80.51282051282051
2024-07-08,Vivek_vihar,19.98,67.23,26.21,1.05,13.33,67.05128205128204
2024-07-08,Anand Vihar,31.93,103.73,7.39,0.56,31.47,92.58547008547009
2024-07-08,Ashok_Vihar,19.88,52.29,24.2,0.96,24.45,66.83760683760684
2024-07-08,Sonia_Vihar,32.64,66.7,24.04,0.36,27.09,94.1025641025641
2024-07-08,Patparganj,20.75,65.08,18.0,0.37,23.4,68.69658119658119
2024-07-09,Patparganj,45.75,111.71,37.94,0.69,17.71,125.875
2024-07-09,Vivek_vihar,44.26,103.06,27.32,1.56,12.3,122.15
2024-07-09,Sonia_Vihar,71.88,120.67,38.11,1.0,31.29,167.42071881606765
2024-07-09,Mandir Marg,33.14,70.42,45.42,1.06,18.19,95.17094017094017
2024-07-09,Anand Vihar,57.07,132.01,11.31,0.89,45.38,151.76532769556025
2024-07-09,Ashok_Vihar,47.88,86.67,49.21,1.23,26.17,131.20000000000002
2024-07-09,ITO,39.72,65.35,8.91,1.39,21.99,110.8
2024-07-10,Vivek_vihar,57.9,138.04,26.62,1.43,13.68,152.64270613107823
2024-07-10,Ashok_Vihar,76.0,125.08,47.23,1.04,26.92,171.77589852008458
2024-07-10,Mandir Marg,50.8,100.85,51.14,1.2,23.31,138.5
2024-07-10,Anand Vihar,70.83,174.0,12.46,0.81,96.77,208.84999999999997
2024-07-10,ITO,53.77,83.62,9.31,0.96,33.37,145.925
2024-07-10,Patparganj,62.42,137.08,40.74,0.61,19.72,157.42071881606765
2024-07-10,Sonia_Vihar,116.92,178.0,38.49,0.74,47.22,215.03171247357295
2024-07-11,ITO,49.6,77.72,10.0,0.57,33.82,135.5
2024-07-11,Anand Vihar,71.89,216.83,14.3,1.15,100.73,228.65000000000003
2024-07-11,Ashok_Vihar,52.5,108.0,33.19,0.95,45.52,142.75
2024-07-11,Vivek_vihar,55.7,133.55,22.57,1.3,21.82,150.31712473572938
2024-07-11,Patparganj,58.64,156.68,31.22,0.52,32.98,153.42494714587738
2024-07-11,Sonia_Vihar,93.67,164.46,28.99,0.57,44.51,190.45454545454547
2024-07-11,Mandir Marg,43.05,97.23,53.23,0.71,29.43,119.125
2024-07-12,ITO,21.43,49.86,27.9,1.51,27.2,70.14957264957265
2024-07-12,Mandir Marg,19.43,70.52,53.05,0.78,32.11,65.87606837606837
2024-07-12,Ashok_Vihar,28.0,84.38,26.07,0.63,42.03,84.18803418803418
2024-07-12,Patparganj,25.38,128.5,27.66,0.4,35.81,87.25
2024-07-12,Anand Vihar,38.19,210.18,32.71,0.84,77.32,128.09
2024-07-12,Vivek_vihar,25.14,115.54,23.42,1.06,18.64,80.77000000000001
2024-07-12,Sonia_Vihar,27.44,116.21,23.21,0.4,35.05,82.991452991453
2024-07-13,Ashok_Vihar,44.75,86.42,37.43,0.66,55.79,123.375
2024-07-13,Sonia_Vihar,54.96,127.62,36.14,0.74,42.48,148.9
2024-07-13,Vivek_vihar,48.91,107.47,39.49,1.31,20.55,133.77499999999998
2024-07-13,Patparganj,43.71,122.33,41.36,0.51,35.62,120.775
2024-07-13,Mandir Marg,33.07,70.99,58.03,1.03,32.8,95.02136752136752
2024-07-13,ITO,40.54,67.29,28.54,0.72,30.06,112.85
2024-07-13,Anand Vihar,58.48,190.09,51.98,0.89,32.79,153.25581395348837
2024-07-14,Sonia_Vihar,81.33,151.29,34.22,0.63,47.35,177.41014799154334
2024-07-14,Mandir Marg,44.41,90.36,58.91,0.95,33.97,122.52499999999999
2024-07-14,ITO,45.39,74.65,25.08,0.76,29.46,124.97500000000001
2024-07-14,Ashok_Vihar,62.25,116.83,43.15,0.53,57.8,157.24101479915433
2024-07-14,Anand Vihar,58.91,166.58,43.51,0.7,29.75,153.71035940803384
2024-07-14,Patparganj,47.21,122.42,32.42,0.43,39.46,129.525
2024-07-14,Vivek_vihar,60.3,126.84,33.07,1.2,32.84,155.17970401691332
